id,NGR,Longitude/Latitude,Site Height,In-Use Ae Ht,In-Use ERP Total,Dir Max ERP,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,Lat,Long
745774,TL86548405,000E44 31 52N25 21,39,52,"0.250,000",70,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,52.422601,0.741906
745775,NX85588914,003W47 55 55N11 00,324,40,"0.600,000",300,2.8,2.6,2.7,2.6,2.4,2,1.2,0.7,0.3,0.1,0.4,1.3,2.9,5,7.9,10.7,15.2,19.2,24,24,22.4,19.8,15.6,12.1,9,6.2,4.5,2.4,1,0,0.3,0.3,1.1,1.7,2.4,2.3,55.183241,-3.798481
745776,SJ96364514,002W03 20 53N00 13,265,18,"1.954,474",,1.1,1,1.3,2.7,4.6,6,4.1,3.6,5.4,8.1,10,11.5,13.2,13.2,10.8,8.8,8.5,9.2,7.5,4.9,4.5,3.3,0.6,0,0.8,1.2,1.2,1.5,1.9,2.3,2.3,2.1,1.7,1,0.2,0.2,53.003549,-2.055691
745777,SO59787786,002W35 33 52N23 50,494,28,"2.000,000",140,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,52.397256,-2.592523
745778,SS93941261,003W30 35 50N54 11,142,52,"0.200,000",90,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,50.903183,-3.509706
745779,SD95782410,002W03 55 53N42 48,221,44,"1.000,000",320,1.5,1.2,0.7,0.8,0.6,1,1.9,3.1,5.3,8.3,10.5,14.1,19.7,24,26,26,26,26,19.4,12.5,9.8,6.8,4.8,3.6,2,0.9,0.3,0.1,0,0.9,1.4,1.6,1.6,1.6,1.7,1.4,53.713283,-2.065416
745780,SU384181,001W27 17 50N57 40,84,63,"1.000,000",320,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,50.961044,-1.454599
745781,SX406528,004W14 31 50N21 12,108,17,"0.600,000",70,5.9,5.6,4.9,3.8,2.3,1.3,0.4,0,0,0.5,1.3,2.4,3.4,4.3,5,5.3,5.4,5.3,5,4.3,3.4,2.3,1.2,0.5,0.1,0,0.4,1.2,2.4,3.7,4.9,5.5,5.7,5.9,5.9,6,50.353472,-4.242037
745782,TQ22691062,000W15 26 50N52 55,211,45,"1.800,002",0,1.6,1.7,1.4,1.5,1.2,0.7,0.8,0.6,1,1.9,3.1,5.3,8.3,10.5,14.1,19.7,24,26,26,26,26,19.4,12.5,9.8,6.8,4.8,3.6,2,0.9,0.3,0.1,0,0.9,1.4,1.6,1.6,50.882048,-0.257307
745783,SW83584420,005W02 15 50N15 29,58,37,"0.500,000",0,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,50.258036,-5.037597
745784,NO37829845,003W01 38 57N04 22,463,50,"0.600,000",,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,57.07283,-3.027203
745785,ID16340047,006W11 24 54N50 19,208,17,"0.600,000",310,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,54.838485,-6.190049
745786,TQ60734399,000E17 52 51N10 21,124,48,"3.100,002",320,1,0.5,0,0,0.6,1.6,3.3,6,10,13.3,14.3,12.9,12,12,13.2,14.4,13.8,11.4,8.9,6.7,5.1,3.7,2.7,2,1.5,1,1,1,1.5,1.9,2.3,2.8,3,2.9,2.4,1.8,51.172557,0.297815
745787,SO96818872,002W02 54 52N29 47,267,65,"9.549,926",,1.3,1.2,0.8,0.9,1.8,2.3,2.6,2.7,2.3,1.5,1.6,0.3,0,0,0.1,0.3,0.4,0.5,0.9,0.3,0.2,0.5,0.8,0.9,0.9,0.8,1.2,0.3,3.2,0.4,0,0.1,0.7,1.6,1.6,2,52.496364,-2.048417
745788,TR15353442,001E04 21 51N04 07,1,22,"0.100,000",10,5.4,5.3,5,4.3,3.4,2.3,1.2,0.5,0.1,0,0.4,1.2,2.4,3.7,4.9,5.5,5.7,5.9,5.9,6,5.9,5.6,4.9,3.8,2.3,1.3,0.4,0,0,0.5,1.3,2.4,3.4,4.3,5,5.3,51.068688,1.072375
745789,SN77680771,003W46 25 51N45 17,351,14,"0.600,000",230,2.2,1.9,1.5,0.9,0.7,0.6,0.9,1.6,2.7,2.9,1.9,1.8,5.6,6.1,2.4,5.1,6.7,3.1,1.1,0.3,0,0,0.2,0.4,0.8,1.3,1.1,0.8,1.2,3.2,7.8,4.7,2,5.5,8.4,3.2,51.754672,-3.773522
745790,SZ56767833,001W11 58 50N36 07,227,49,"0.600,000",40,1.4,0.7,0.1,0.1,0.1,0.7,1.9,3.1,5,6.5,7.6,7.9,8,8.1,8.1,8,7.7,6.6,5.1,3.3,2,0.9,0.2,0,0.2,0.7,1.5,2.3,3.1,3.6,4,4,3.9,3.6,2.9,2.3,50.601933,-1.199325
745791,SK80942333,000W48 03 52N48 05,138,235,"4.774,963",290,3.7,8.7,3.6,4,8.4,6.9,3.8,4.2,7.8,7.4,5.1,7.7,12.5,7,4.5,4.4,6.7,11.7,6,2.4,6.3,4.5,0.5,0,0.6,1.8,3.6,2.3,0.1,0.4,2.4,3,1.3,0.8,0.6,0.7,52.801451,-0.80088
745792,TM19634254,001E12 03 52N02 16,32,49,"1.199,999",290,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,52.037726,1.200836
745793,NZ02553847,001W57 43 54N44 28,404,43,"0.800,000",90,4.4,8.1,6.7,2.9,3.5,2.7,0.9,0.1,0.2,0.4,0.5,0.3,0.6,1.8,3.9,3.2,4.2,14.2,4.2,8.8,6.1,2.7,3.3,2.6,0.6,0,0.2,0.3,0.4,0.3,0.6,1.7,3.9,3.1,4.6,14.1,54.74117,-1.961914
745794,SP90456741,000W40 30 52N17 51,43,63,"0.017,000",0,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1,0.7,0.3,0,0,0,0.3,0.5,0.8,52.297367,-0.675082
745795,TF98584237,000E57 14 52N56 31,32,20,"2.000,000",,24,22.4,19.8,15.6,12.1,9,6.2,4.5,2.4,1,0,0.3,0.3,1.1,1.7,2.4,2.3,2.8,2.6,2.7,2.6,2.4,2,1.2,0.7,0.3,0.1,0.4,1.3,2.9,5,7.9,10.7,15.2,19.2,24,52.941952,0.953868
745796,ST11017417,003W16 56 51N27 34,129,200,"7.817,898",340,1.6,1.7,0.2,0.9,2.7,1,0.3,3,5.3,3.5,5.6,9.3,9.8,7.4,8.9,8.2,8.4,11.3,8.7,5.7,8,8.8,2.7,2,4.8,6.3,3.4,2.4,4.5,6.6,6.1,0.8,0,1.8,2.9,1.1,51.459476,-3.282282
745797,TF61091889,000E23 06 52N44 37,4,32,"0.600,000",60,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1,0.7,0.3,52.743618,0.384937
745798,TG18644128,001E15 04 52N55 28,99,37,"1.000,000",180,24,22.4,19.8,15.6,12.1,9,6.2,4.5,2.4,1,0,0.3,0.3,1.1,1.7,2.4,2.3,2.8,2.6,2.7,2.6,2.4,2,1.2,0.7,0.3,0.1,0.4,1.3,2.9,5,7.9,10.7,15.2,19.2,24,52.924381,1.251171
745799,SD72993527,002W24 42 53N48 47,172,49,"0.300,000",350,0,0,0,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0,0,0,0,53.812989,-2.411689
745800,SE19804850,001W42 00 53N55 56,212,39,"1.000,000",200,26,26,26,26,26,20,16.2,12.7,9.6,6.9,4.7,3.3,2.5,1.7,1,0,0,0,0,0,0,0,0,0,0,0,1,1.7,2.5,3.3,4.7,6.9,9.6,12.7,16.2,20,53.932231,-1.699923
745801,NZ91110956,000W35 44 54N28 24,60,42,"0.933,254",280,0.7,1.7,2.7,4.7,7.7,10.7,14.7,15.7,14.7,13.7,14.7,15.7,17.7,14.7,10.7,5.7,4.7,3.7,2.7,1.7,0.7,0.7,0.7,1.1,1.5,1.9,2.3,2.7,2.7,2.7,2.7,2.2,1.7,1,0.2,0,54.473215,-0.595572
745802,NX99211238,003W33 28 54N29 48,133,42,"2.000,000",70,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,54.496676,-3.557726
745803,TQ32960452,000W06 49 50N49 30,120,39,"2.000,000",10,1,0,0,1,3,4,4,6,9,9,8,7,6,8,13,14,14,16,16,13,12,11,10,9,7,3,1,0,0,1,2,4,3,2,3,4,50.824954,-0.113611
745804,NZ3501071334,001W27 14 55N02 07,40,26,"0.010,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.035277,-1.453767
745805,SD88602029,002W10 27 53N40 44,335,41,"0.100,000",170,20,20,20,20,20,20,14,11.4,9,6.7,4.4,3.2,2.1,1.4,0.8,0.4,0,0,0,0.4,0.8,1.4,2.2,3,4.5,6.5,9,11.8,15,20,20,20,20,20,20,20,53.67893,-2.17406
745806,TL74205774,000E32 49 52N11 25,125,68,"10.000,000",270,1,2,3,5,7,10,12,14,14,13,13,13,14,14,12,10,7,5,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,52.190371,0.547028
745807,SP03682877,001W56 52 51N57 27,148,15,"0.100,000",290,5,6.5,9,11.8,15,20,20,20,20,20,20,20,20,20,20,20,20,20,14,11.4,9,6.7,4.4,3.2,2.1,1.4,0.8,0.4,0,0,0,0.4,0.8,1.4,2.2,3,51.957393,-1.947856
745808,SD38309807,002W57 05 54N22 28,216,19,"0.977,237",90,3.4,2.7,2.4,2.3,4.1,0.1,5.3,8.4,4.7,0,3.5,4.3,3.1,2.4,2.4,2.5,3.1,4.4,4.7,5.3,6.6,9.7,14.2,16.3,21.7,18.1,8.8,17.9,20.6,19.6,19.7,13.5,9.3,7,5.7,4.3,54.37436,-2.951306
745809,SD66051446,002W30 53 53N37 32,439,205,"10.000,000",115,2,3.9,3,1.1,0,2.1,2.6,2.7,1.3,2.6,3.3,2.9,1.3,3.2,4,3.3,0.9,1.9,4.4,6,3.1,4.1,6.3,7.4,5.4,5.8,3.8,4.8,3,4.8,4,4.9,4.4,5.7,5,3.2,53.625547,-2.514794
745810,ST83850510,002W13 51 50N50 43,157,46,"0.600,000",50,4.4,3.3,1.5,0.8,0.1,0,0.5,1.3,1.8,1.5,1.3,1.3,1.3,1.3,1.5,1.4,0.6,0.7,0.7,1.2,2.1,3.9,6.7,9.9,7.8,7.8,8.2,6.3,5.4,5.2,6,7.9,7.7,6.6,8.2,7.2,50.845187,-2.230756
745811,TF46260860,000E09 39 52N39 19,4,37,"0.100,000",200,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,52.655393,0.160854
745812,TM27174983,001E18 56 52N06 00,32,31,"0.500,000",130,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,52.100123,1.315423
745813,SJ30095374,003W02 42 53N04 35,210,43,"1.000,000",90,3.7,2.8,1.3,0.5,0.4,0.4,0.4,0.4,0.5,0.5,0.3,0,0.1,0,0.3,0.8,1.7,2.7,3,3.7,5.1,7.3,10.3,14.3,18.4,34.4,41.4,39.1,39.1,22.3,17,12.8,10.1,7.9,5.7,4.3,53.076278,-3.044994
745814,TQ59516044,000E17 16 51N19 15,219,150,"10.000,000",318,0.24,0.71,1.26,1.25,1.72,3.17,5.24,8.04,11.45,15.92,21.33,22.54,26.3,31.46,30.98,25.9,23.31,21.77,15.43,11.52,8.4,5.42,3.41,1.94,1.37,1.33,0.81,0.21,0.08,0,0.21,0.38,0.43,0.23,0.01,0.1,51.320696,0.287702
745815,TR06664724,000E57 21 51N11 13,98,43,"0.500,000",,2,2,1.5,1,1.3,2.7,5,7.4,9,9.2,9.5,9.8,10,10,9,7.5,6,6,6,6,4,2.3,1.5,1,1.2,1.5,1.7,2,2,2,2,2,1.2,0.3,0,0.7,51.187004,0.955865
745816,TL04482102,000W29 01 51N52 41,207,63,"4.006,674",320,3.6,2.4,1.4,0.6,0.1,0,0.3,1.1,2.4,4.2,6.4,8.5,10.1,10.4,10,9.8,9.9,10.1,9.7,8.3,6.2,4.1,2.2,1.1,0.4,0,0.2,0.8,1.6,2.6,3.6,4.4,5.1,5.3,5,4.4,51.877958,-0.483622
745817,SU64314792,001W04 49 51N13 37,176,27,"1.000,000",315,0,0,0.2,0.6,1.2,2,3,4,5.5,6,7,7,7,7,7,7,7,6,5.5,4,3,2,1.2,0.6,0.2,0,0,0,0.2,0.5,0.8,0.8,0.8,0.5,0.2,0,51.226848,-1.080409
745818,SU83826902,000W47 46 51N24 50,90,38,"0.977,237",270,8.9,12.9,15.8,21.1,21.5,17.7,11.2,9,4.5,2.3,2,2.4,4.2,9.1,11.7,13.7,25.4,18.4,13.2,11.2,8.4,6.2,4.1,2.7,2,0.8,0.1,0.1,0.3,0.2,0,0.6,1.8,2.5,4.1,6.2,51.414004,-0.796112
745819,SU828592,000W48 47 51N19 33,95,22,"0.300,000",20,0.6,0.3,0,0.3,0.6,0.9,1.4,2.2,3,4.9,7,9.5,12,14.4,16.4,18.4,20,20,20,20,20,20,20,20,20,18.4,16.4,14.4,12,9.5,7,4.9,3,2.2,1.4,0.9,51.325875,-0.81306
745820,SU52745680,001W14 41 51N18 28,220,83,"1.000,000",340,2.2,4.1,2.2,1.1,3.2,2.8,1.6,0.9,0.8,1,3.2,7,9.9,9.7,12.2,16.2,18.2,17,12.6,9,8.7,7.2,3.5,1.5,0.9,0.8,2.2,4.3,5.2,3.3,3,4.1,3,0.7,0,0.3,51.307873,-1.244777
745821,SU71037630,000W58 43 51N28 52,69,48,"0.980,000",180,6,6,6,6,6,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,6,6,6,6,51.481196,-0.978531
745822,SU357534,001W29 22 51N16 43,215,50,"0.400,000",120,6.8,4.8,3.6,2,0.9,0.3,0.1,0,0.9,1.4,1.6,1.6,1.6,1.7,1.4,1.5,1.2,0.7,0.8,0.6,1,1.9,3.1,5.3,8.3,10.5,14.1,19.7,24,26,26,26,26,19.4,12.5,9.8,51.278623,-1.489559
745823,SU85028402,000W46 31 51N32 55,85,31,"1.000,000",220,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,51.548667,-0.775255
745824,SU30737631,001W33 32 51N29 06,211,133,"1.000,000",150,20,20,20,20,14,11.4,9,6.7,4.4,3.2,2.1,1.4,0.8,0.4,0,0,0,0.4,0.8,1.4,2.2,3,4.5,6.5,9,11.8,15,20,20,20,20,20,20,20,20,20,51.484903,-1.558836
745825,SU49446864,001W17 26 51N24 53,130,33,"1.000,000",,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,51.414621,-1.290472
745826,SP05558614,001W55 11 52N28 23,152,74,"0.300,000",60,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,52.473153,-1.919722
745827,SP03726627,001W56 49 52N17 40,162,37,"0.300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.294535,-1.946877
745828,SK16400434,001W45 33 52N38 12,145,271,"2.500,000",210,26.3,26.8,28.5,28.1,27.5,27,25.9,26.8,26.6,25.9,24.6,22.5,23.4,20.5,16.7,10.6,6.9,4.1,2.2,1,0.3,0,0.3,0.9,2.1,3.9,6.8,10.3,14.3,16.5,18.6,19.9,20.6,21.4,23.6,25.2,52.63655,-1.759098
745829,SO99167525,002W00 50 52N22 31,280,22,"1.000,000",200,1.2,1.2,1.2,2.4,5.7,2.4,5.6,4.7,3.4,4.1,1.9,2,0.7,1.8,0,1.1,2,1.1,0.6,0.5,0.8,1.7,1.8,0.2,0.9,1.9,0.3,4.9,0.6,13.1,1.4,14.3,1.8,4.9,3.7,1.4,52.375278,-2.013764
745830,SO92279444,002W06 56 52N32 52,225,32,"0.300,000",180,1.6,1.8,2,2.7,5,8.3,8.5,8.9,16.2,15.7,8.4,5.9,6.2,5.2,3,1.5,0.7,0.2,0,0.3,0.9,1.8,1,0.1,3.7,6.4,0.2,4,8,1.1,0.3,0.5,0.9,1.1,1.2,1.3,52.547739,-2.115424
745831,SO96818872,002W02 54 52N29 47,267,46,"2.000,000",65,2.6,2.4,2.2,1.6,0.9,0.5,0,0.2,0.7,2.1,3.7,6.4,9.1,13.6,17,21.4,24,24,21.3,17.9,13.9,11,7.9,5.4,3.1,1.6,0.6,0.1,0.2,0.5,1.3,1.9,2.3,2.6,2.7,2.6,52.496364,-2.048417
745832,SD30623602,003W03 19 53N48 57,11,148,"0.100,000",,6,5.25,4.5,4.25,4,2.5,1.75,1,0.5,0,0.5,1,2.5,4,4.5,4.75,5,5.5,6,6.8,8.8,10.8,12.1,12.3,11.5,10.7,10.1,9.9,10.1,10.7,11.5,12.3,12.2,10.8,8.8,6.8,53.815794,-3.055258
745833,SY68748489,002W26 37 50N39 46,160,48,"0.977,237",0,0,0.5,1.3,2.9,4.6,5.9,7.5,9.6,10.4,9.6,9.2,10.1,11.2,11,9.5,6.4,4.1,2.5,1.6,0.8,0.5,0.5,0.9,0.7,1.4,2.4,3.1,3.1,2.7,2.7,2.6,2.1,1.5,0.8,0.3,0,50.66283,-2.443645
745834,SZ00998114,001W59 15 50N37 48,196,13,"1.000,000",20,0.8,0,0,0,0,0.4,0.8,1.4,2.2,3,4.5,6.5,9,11.8,15,20,20,20,20,20,20,20,20,20,20,20,20,20,14,11.4,9,6.7,4.4,3.2,2.1,1.4,50.629952,-1.987364
745835,SZ03729218,001W56 55 50N43 45,64,52,"0.693,838",0,2.2,1.9,1.8,1.1,0.4,0,0,0.1,0.6,1.5,2.6,4.3,6.6,9.1,11.8,12.9,12.6,12.5,13,13.8,13.4,10.4,6.7,4.3,2.9,1.6,1.2,0.6,0.3,0.3,0.5,0.6,0.8,1.3,1.9,2.1,50.729221,-1.948658
745836,ST86892511,002W11 18 51N01 31,244,32,"0.500,000",300,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,51.025199,-2.188304
745837,SZ14269558,001W47 57 50N45 35,42,44,"1.000,000",0,1.1,1.1,0.8,0.6,0.3,0.1,0,0.1,0.5,1.3,2.4,4,5.7,7.8,9.8,11.6,12.6,13.1,13.3,13.1,12.8,11.5,10,7.9,5.8,4,2.5,1.3,0.4,0.1,0.1,0,0.2,0.5,0.8,1,50.759634,-1.799193
745838,ST83850510,002W13 51 50N50 43,157,48,"1.202,264",30,4.4,3.3,1.5,0.8,0.1,0,0.5,1.3,1.8,1.5,1.3,1.3,1.3,1.3,1.5,1.4,0.6,0.7,0.7,1.2,2.1,3.9,6.7,9.9,7.8,7.8,8.2,6.3,5.4,5.2,6,7.9,7.7,6.6,8.2,7.2,50.845187,-2.230756
745839,SE 14678 38742,001W46 42 53N50 41,108,11,"0.050,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.844699,-1.778397
745840,SE18003607,001W43 41 53N49 14,210,19,"0.035,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.820579,-1.728063
745841,SE17393409,001W44 15 53N48 10,183,5,"0.100,000",,7.1,8.9,11,13.5,13.7,13,12.8,12.5,12.8,13,13.7,13.5,11,8.9,7.1,5.6,4.55,3.5,2.77,2.03,1.3,0.6,0.2,0,0,0,0,0,0.2,0.6,1.3,2,2.75,3.5,4.55,5.6,53.802804,-1.73744
745842,SE12401978,001W48 50 53N40 28,257,60,"1.000,000",230,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,53.674328,-1.813774
745843,SE22291288,001W39 52 53N36 43,256,285,"0.069,994",35,1,1.6,0.3,0,0.9,1.4,2.3,3.7,3,2.7,2.9,2.5,2.6,4,3,2.2,1.9,1.2,1.5,1.8,0.5,0.3,1,1.1,1.3,2,0.7,0.2,0.4,0.2,0.8,1.7,1.2,1.2,1.1,0.6,53.611985,-1.66456
745844,SE09490407,001W51 30 53N31 59,524,135,"0.199,526",,0,0,0.4,0.8,1.4,2.2,3,4.5,6.5,9,11.8,15,20,20,20,20,20,20,20,20,20,20,20,20,20,14,11.4,9,6.7,4.4,3.2,2.1,1.4,0.8,0.4,0,53.533184,-1.858296
745845,SE16413744,001W45 08 53N49 59,215,45,"0.300,000",150,5,4.5,4,3.3,3,3,3,1.7,0.3,0.2,1.3,2,2,2,2,2,2,2.7,3.7,4,2.8,0.8,0,0.7,1.3,1.8,2.7,4.5,6,7,10,14,16,14,10.5,6.6,53.832945,-1.752142
745846,SE06894438,001W53 48 53N53 44,305,45,"1.000,000",240,2,3,2.3,5.2,8,5,5.3,5,5,7,5,2,3,2,1,0,0,1,3,3,1,2,2.3,1,1,1,0.7,2.3,2,1,2.5,3,1,0,0,0,53.895532,-1.896639
745847,SE04802486,001W55 43 53N43 12,256,36,"1.000,000",160,26,19.4,12.5,9.8,6.8,4.8,3.6,2,0.9,0.3,0.1,0,0.9,1.4,1.6,1.6,1.6,1.7,1.4,1.5,1.2,0.7,0.8,0.6,1,1.9,3.1,5.3,8.3,10.5,14.1,19.7,24,26,26,26,53.720111,-1.92874
745848,SE20402955,001W41 31 53N45 43,220,26,"1.610,000",270,3.5,4.5,6.5,9,11,17,20,20,20,20,20,20,20,17,11,9,6.5,4.5,3.5,2.5,1.8,1,0.5,0.2,0,0,0,0,0,0,0,0.2,0.5,1,1.8,2.5,53.761891,-1.692037
745849,ST49857169,002W43 23 51N26 31,96,32,"0.300,000",230,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,51.441961,-2.722947
745850,ST76936547,002W19 59 51N23 16,175,40,"0.977,237",0,0,0.6,2.3,3.2,1.6,2.2,4.3,4.1,2.1,0.5,1.2,1.3,4.5,6.6,8.7,14.4,14.8,16.4,20.8,23.4,18.5,12.9,9.3,6.1,3.6,2,1.1,0.4,1.1,2.8,3.5,1.7,2.6,4.5,2.8,0.8,51.38779,-2.332925
745851,ST54727751,002W39 13 51N29 41,90,40,"0.300,000",320,1.2,0.7,0.8,0.6,1,1.9,3.1,5.3,8.3,10.5,14.1,19.7,24,26,26,26,26,19.4,12.5,9.8,6.8,4.8,3.6,2,0.9,0.3,0.1,0,0.9,1.4,1.6,1.6,1.6,1.7,1.4,1.5,51.494699,-2.65363
745852,ST562661,002W37 51 51N23 32,213,40,"4.000,000",40,1.6,0.8,0.4,0,0,0,0.4,0.8,1.4,2.2,3,4.5,6.5,9,11.8,15,20,20,20,20,20,20,20,20,20,20,20,20,20,14,11.4,9,6.7,4.4,3.2,2.1,51.392229,-2.630897
745853,ST36115886,002W55 06 51N19 31,73,22,"2.000,000",0,0,0,0.4,0.8,1.4,2.2,3,4.5,6.5,9,11.8,15,20,20,20,20,20,20,20,20,20,20,20,20,20,14,11.4,9,6.7,4.4,3.2,2.1,1.4,0.8,0.4,0,51.325227,-2.918301
745854,ST665901,002W29 07 51N36 31,106,20,"1.202,264",180,20,20,20,20,20,18.4,16.4,14.4,12,9.5,7,4.9,3,2.2,1.4,0.9,0.6,0.3,0,0.3,0.6,0.9,1.4,2.2,3,4.9,7,9.5,12,14.4,16.4,18.4,20,20,20,20,51.608719,-2.485155
745855,ST61027640,002W33 46 51N29 07,91,56,"1.000,000",160,8.4,10.2,11,10.2,8.8,5.9,4.5,3.7,2.5,1.8,1.3,0.9,0.1,0,0.4,1.3,1.9,2.9,3.8,4,4,3.3,2.5,1.9,1.1,0.3,0,0.5,1,1.2,1.6,2,2.6,3.2,4.4,6,51.48519,-2.562764
745856,ST66887442,002W28 41 51N28 04,70,26,"0.600,000",260,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,51.467762,-2.478188
745857,TL68316013,000E27 44 52N12 49,110,38,"2.399,999",330,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,52.213666,0.462135
745858,TL55148181,000E16 46 52N24 44,22,35,"1.000,000",,3,4.5,6.5,9,11.8,15,20,20,20,20,20,20,20,20,20,20,20,20,20,14,11.4,9,6.7,4.4,3.2,2.1,1.4,0.8,0.4,0,0,0,0.4,0.8,1.4,2.2,52.412282,0.279524
745859,TL39245942,000E02 12 52N12 55,62,62,"2.000,000",,2.5,3.3,0.8,0.2,2,3.4,2.2,1.8,2.7,4.5,3.8,2.6,5.1,5,1.6,0.4,0,0.3,1.7,3.4,1.3,0.2,2,2.6,0.7,0,0.3,1.8,3.4,1.3,0.2,2,2.7,0.6,0.1,0.6,52.215394,0.036667
